Study ID,Study_Publication_Year,Study Class,Treatment Focus (Study level),N Randomized,N Randomized Detail,PTSD Criteria Met at Baseline Percent,PTSD Criteria Met at Baseline Percent Detail,PTSD Severity at Baseline Definition,PTSD Severity at Baseline Mean,PTSD Severity at Baseline Standard Deviation,PTSD Severity at Baseline Detail,Additional PTSD Severity Data,Duration of Symptoms/Diagnosis Mean,Duration of Symptoms/Diagnosis Standard Deviation,Duration of Symptoms/Diagnosis Detail,Active Duty Military Percent,Service-Connected Veteran Percent,Service-Connected Veteran Percent Detail,Veteran Percent,Community Percent,Military Status,Military Status Detail,Age Mean,Age Standard Deviation,Age Detail,Female Percent,Female Detail,Male Percent,Race/Ethnicity Reported,"Race, White","Race, Black","Race, AIAN","Race, Asian","Race, NHPI","Race, Other","Race, Detail","Ethnicity, Hispanic","Ethnicity, Hispanic Detail",Percent Treatment-naive,Percent Treatment-naive Detail,Percent with Depression,Percent with Depression Detail,Percent with TBI History,Percent with TBI History Detail,Trauma Type,Trauma Detail,Trauma Types Mean,Trauma Types Standard Deviation,Trauma Types Detail,Trauma Events Mean,Trauma Events Standard Deviation,Trauma Events Detail,SUD Substance Class,SUD Specific Substance Target,Current SUD Inclusion/Exclusion Criteria,Percent With Any SUD Detail,Patients with Suicidality Excluded,Suicide or Self-Directed Violence Exclusion/Inclusion Criteria,Suicide or Self-Directed Violence Definition,Suicide or Self-Directed Violence Percent,Suicide or Self-Directed Violence Detail,Psychotic Disorder or Symptom Inclusion/Exclusion Criteria,Psychotic Disorder or Symptom Related Definition,Psychotic Disorder or Symptom Related Percent,Psychotic Disorder or Symptom Related Detail,Personality Disorder Definition,Personality Disorder Percent,Personality Disorder Detail,Anxiety Disorder Definition,Anxiety Disorder Percent,Anxiety Disorder Detail,Prior Inpatient Hospitalization Percent,Prior Inpatient Hospitalization Percent Detail,Geometric Point,Risk of Bias Rating,Citation,PTSDPubs ID,Year Added to PTSD-Repository
dunlop2021,2021,Pharmacotherapy,PTSD,41,,1,,CAPS-5,39.2,6.5,,Additional definitions of PTSD severity at baseline reported in the study,,,58.54% with index trauma >5 years before screening,,,,,1,Community,"Military/Veteran status NR, but combat was index trauma for 4 participants",42.1,11.4,,0.68,,0.32,Race and Ethnicity data reported,0.4634,0.439,,,,0.0976,"""Other/unknown"" abstracted here as Other",0.2195,,31.70%,"31.7% had failed at least one prior evidence-based medication treatment, but none had completed an evidence-based psychotherapy for PTSD (assessed by Emory Treatment Resistance Interview for PTSD). NR if participants had received other treatments.",0.6098,Current MDD on MINI for DSM-5,"Moderate/severe: 0%


Mild: NR","Excluded ""organic brain impairment (including moderate or severe traumatic brain injury)""",Mixed,"Combat-related; Child sexual abuse; Rape/sexual assault; Intimate partner violence; Accidents; Community/school violence; Other (imprisonment, torture, other not specified)",,,,3.7,1.7,,,,Excluded,"Substance use disorder diagnosis (within 90 days), or positive urine drug screen: 0% (excluded)",,,Lifetime suicide attempt,0.122,"Excluded ""imminent suicidal...risk requiring immediate intervention""",,"Schizophrenia or other psychotic disorder, lifetime or current",0,Excluded,,,,,,,,,POINT (-95.71289 37.09024),Low,"Dunlop BW, Rakofsky JJ, Newport DJ, et al. Efficacy of vortioxetine monotherapy for posttraumatic stress disorder: a randomized, placebo-controlled trial. J Clin Psychopharmacol. 2021 Mar-Apr 01;41(2):172-9. doi: 10.1097/JCP.0000000000001363. PMID: 33587394",1565688,2022
dunne2012,2012,Psychotherapy,PTSD,26,,1,,DTS,22.35,8.36,,Additional definitions of PTSD severity at baseline reported in the study,,,"mean 2.4 years [SD NR, range 3 months to 5 years] of whiplash-associated disorder",,,,,1,Community,,32.54,7.09,,0.5,,0.5,,,,,,,,,,,,,0.5385,,0%,,Accidents,,,,,,,,,,Included,"AUD: 30.77%


SUD: NR",,,,,,,,,,,,,,,,,,POINT (134.491 -25.73289),High,"Dunne RL, Kenardy JA, Sterling M. A randomized controlled trial of cognitive-behavioral therapy for the treatment of PTSD in the context of chronic whiplash. Clin J Pain. 2012 Nov-Dec;28(9):755-65. doi: 10.1097/AJP.0b013e318243e16b. PMID: 22209798.",39572,2019
duran2020,2020,Psychotherapy,PTSD,95,,1,,DTS,88.54,27.49,,Additional definitions of PTSD severity at baseline reported in the study,7.46,10.89,,,,,,1,Community,,41.75,12.47,,0.8,,0.2,,,,,,,,,,,,,,,,,,,,,,2.37,1.55,,,,Excluded,,,,SCID,0,Excluded,,,0,Excluded,,,,,,,,,POINT (-53.09783 -10.78778),High,"Duran EP, Corchs F, Vianna A, et al. A randomized clinical trial to assess the efficacy of trial-based cognitive therapy compared to prolonged exposure for post-traumatic stress disorder: preliminary findings. CNS Spectr. 2020 May 26:1-8. doi: 10.1017/S1092852920001455. PMID: 32450928.",1553709,2022
echeburua1996,1996,Psychotherapy & CIH,PTSD,20,,1,,Scale of Severity of Posttraumatic Stress Disorder Symptoms,35.5,7.96,,Additional definitions of PTSD severity at baseline reported in the study,,,"mean 5 months [SD NR, range 4 to 13 months] since index trauma",,,,,1,Community,,22,,,1,,0,,,,,,,,,,,,,0,,,,Rape/sexual assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-3.647549 40.24449),Some Concerns,"Echeburua E, de Corral P, Sarasua B, et al. Treatment of acute posttraumatic stress disorder in rape victims: an experimental study. J Anxiety Disord. 1996 May-Jun;10(3):185-99. doi: 10.1016/0887-6185(96)89842-2.",7521,2019
echiverricohen2021,2021,Nonpharmacologic cognitive,PTSD,49,demographics data missing for 17/49 (34.69%) due to computer error; unclear exactly which data is missing,1,Self-report via PDS for DSM-V,PDS,38.56,3.37,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,,1,Community,,37.69,12.8,,0.745,"Entries are reported values for total sample in Table 1. Values do not add up with percents reported by arm in Table 1 or separately in the text. Text reports total 30 female, 2 male, missing data for 17; 30/49=61.2% female; 2/49 = 4.08% male.",0.255,Race data reported,0.667,0.205,,0.051,,0.077,Entered values reported for total sample in Table 1. Do not add up to same as what is reported for each arm in Table 1.,,,,,,,,,,,,,,,,,,,,,,,,,Excluded suicidality assessed by QIDS,,,,,,,,,,,,,POINT (-95.71289 37.09024),High,"Echiverri-Cohen A, Spierer L, Perez M, et al. Randomized-controlled trial of response inhibition training for individuals with PTSD and impaired response inhibition. Behav Res Ther. 2021 Aug;143:103885. doi: 10.1016/j.brat.2021.103885. PMID: 34089923.",1571015,2023
efendi2020,2020,Psychotherapy,PTSD,90,,1,CAPS-5,,,,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,,1,Community,,71.28,8.6,,0.744,,0.256,,,,,,,,,,,,,1,GDS-15 ≥5  (inclusion criterion),,,Natural disaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (117.2401 -2.21505),High,"Efendi F, Indarwati R, Aurizki GE. Effect of trauma-focused cognitive behavior therapy on depression and the quality of life of the elderly in Indonesia. Work Older People. 2020;24(3):149-57. doi: 10.1108/WWOP-02-2020-0004.",1587976,2022
ehlers2003,2003,Psychotherapy,PTSD,85,,1,,"CAPS, intensity",26.4,8.5,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,,1,Community,,,,,,,,,,,,,,,,,,,,,,,,Accidents,,,,,,,,,,Excluded,0%,,,,,,,,,,,,,,,,,,POINT (-2.865634 54.12387),Some Concerns,"Ehlers A, Clark DM, Hackmann A, et al. A randomized controlled trial of cognitive therapy, a self-help booklet, and repeated assessments as early interventions for posttraumatic stress disorder. Arch Gen Psychiatry. 2003;60(10):1024-32. doi: 10.1001/archpsyc.60.10.1024. PMID: 14557148.",25861,2019
ehlers2005,2005,Psychotherapy,PTSD,28,,1,,PDS,31.8,6.4,,Additional definitions of PTSD severity at baseline reported in the study,,,median time since traumatic event: 11.5 vs. 10.8 months,,,,,1,Community,,36.6,11.05,,0.536,,0.464,Race data reported,0.964,0.036,0,0,0,0,,,,,,0.4583,"Major depression, current",,,Mixed,"Accidents; Community/school violence; Other (""witness death"")",,,,,,,,,Excluded,Current alcohol or drug dependence: 0% (excluded),,,,,"Excluded ""severe depression needing immediate treatment in its own right (i.e., suicide risk)""",,History of psychosis,0,Exclusion criterion,Borderline personality disorder,0,Excluded,Anxiety disorder,0.2143,not further defined,,,POINT (-2.865634 54.12387),High,"Ehlers A, Clark DM, Hackmann A, McManus F, Fennell M. Cognitive therapy for post-traumatic stress disorder: development and evaluation. Behav Res Ther. 2005 Apr;43(4):413-31. doi: 10.1016/j.brat.2004.03.006. PMID: 15701354.",26999,2023
ehlers2014,2014,Psychotherapy,PTSD,121,,1,,CAPS,73.44,15.88,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,,1,Community,,39,11.2,,0.5868,,0.4132,Race data reported,0.7025,,,,,0.2975,,,,63.64%,,0.3636,,,,Mixed,"child other abuse, rape/sexual assault, accidents, community/school violence, natural or manmade disasters, other (traumatic death of others, not specified)",,,"71.9% with ""history of other traumas besides their index traumas""",,,,,,Included,"Substance abuse (current): 16.53%


Substance dependence (current): 0%


Substance dependence (lifetime): 7.44%",,,,,,,,,,Axis II diorder,0.1983,,Anxiety disorder,0.3058,,,,POINT (-2.865634 54.12387),High,"Ehlers A, Hackmann A, Grey N, et al. A randomized controlled trial of 7-day intensive and standard weekly cognitive therapy for PTSD and emotion-focused supportive therapy. Am J Psychiatry. 2014 Mar;171(3):294-304. doi: 10.1176/appi.ajp.2013.13040552. PMID: 24480899.",41886,2019
elbarazi2022,2022,Psychotherapy & pharmacotherapy,PTSD,150,,1,,CAPS-5,66.6,4.2,,Additional definitions of PTSD severity at baseline reported in the study,,,"Duration of PTSD
>6 months: 2.67%
12-24 months: 25.33%
2-5 years: 56.00%
6-10 years: 16.00%",,,,,1,Community,,,,"Age reported in ranges
20-30: 76.67%
31-40: 12.67%
41-50: 8.67%
>50: 2.00%",0.0467,,0.9533,Not reported,,,,,,,,,,,,,,,,Mixed,"Accidents; Community/school violence; Rape/sexual assault; Other (war, threatened physical assault, threatened sexual violence)",,,,,,,Mixed Alcohol/Drug,Mixed Alcohol/Drug,Included,"SUD, DSM-5 diagnostic criteria: 100%
Substance used
Alcohol: 0.67%
Cannabis: 48.00%
Hallucinogen: 22.67%
Inhalant: 9.33%
Opioid: 7.33%
Sedative, hypnotic, or anxiolytic: 0.67%
Amphetamine or another stimulant: 0.67%
Other unknown: 10.67%",,,,,,,Schizophrenia or other psychotic disorder,0,Exclusion criterion,,,,,,,,,POINT (29.8619 26.49593),Some Concerns,"ElBarazi A, Badary OA, Elmazar MM, et al. Cognitive Processing Therapy versus medication for the treatment of comorbid substance use disorder and post-traumatic stress disorder in Egyptian patients (randomized clinical trial). Journal of Evidence-Based Psychotherapies. 2022;22(2):63-90. doi: 10.24193/jebp.2022.2.13.",1620168,2023
elbogen2019,2019,Nonpharmacologic cognitive,PTSD,112,,1,,CAPS,75.63,17.3,,Additional definitions of PTSD severity at baseline reported in the study,,,,0,,,1,0,Veteran,,36.52,8.42,,0.098,,0.902,Race data reported,0.527,,,,,0.473,,,,,,,,,"Any severity TBI: 100%


Mild TBI: 42.9%


Moderate/severe TBI: 57.1%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),Some Concerns,"Elbogen EB, Dennis PA, Van Voorhees EE, et al. Cognitive rehabilitation with mobile technology and social support for veterans with TBI and PTSD: a randomized clinical trial. J Head Trauma Rehabil. 2019 Jan/Feb;34(1):1-10. doi: 10.1097/HTR.0000000000000435. PMID: 30169439.",51118,2020
engel2014,2014,CIH,PTSD,55,,1,,PCL-C,58.1,11.4,,Additional definitions of PTSD severity at baseline reported in the study,,,,1,0,,0,0,Active Duty Military,,34.8,9.7,,0.309,,0.691,Race data reported,0.491,0.309,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),Low,"Engel CC, Cordova EH, Benedek DM, et al. Randomized effectiveness trial of a brief course of acupuncture for posttraumatic stress disorder. Med Care. 2014 Dec;52(12 Suppl 5):S57-64. doi: 10.1097/mlr.0000000000000237. PMID: 25397825.",43160,2019
engel2015,2015,Other study class,PTSD,80,,1,,PCL,56.99,10.43,,Additional definitions of PTSD severity at baseline reported in the study,,,,0.6,,,0.4,,Mixed,,36.43,8.73,,0.1875,,0.8125,Race data reported,0.55,,,,,0.45,,,,,,,,,,Mixed,"combat-related, MST",,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),Some Concerns,"Engel CC, Litz B, Magruder KM, et al. Delivery of self training and education for stressful situations (DESTRESS-PC): a randomized trial of nurse assisted online self-management for PTSD in primary care. Gen Hosp Psychiatry. 2015 Jul-Aug;37(4):323-8. doi: 10.1016/j.genhosppsych.2015.04.007. PMID: 25929985.",44647,2019
engel2016,2016,Collaborative care,PTSD,666,,0.8498,,PCL-C,58.1,11,,Additional definitions of PTSD severity at baseline reported in the study,,,,1,0,,0,0,Active Duty Military,,31.2,7.7,,0.1907,,0.8093,Race and Ethnicity data reported,0.479,,,,,0.521,,0.1757,,,,0.6486,,,,,,,,,,,,,,Excluded,"Current alcohol dependence: 0%





Current substance dependence: NR",,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),Low,"Engel CC, Jaycox LH, Freed MC, et al. Centrally assisted collaborative telecare for posttraumatic stress disorder and depression among military personnel attending primary care: a randomized clinical trial. JAMA Intern Med. 2016 Jul 1;176(7):948-56. doi: 10.1001/jamainternmed.2016.2402. PMID: 27294447.",45003,2019
falsetti2008,2008,Psychotherapy,PTSD,60,,1,,MPSS-SR,68.93,20.38,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,,1,Community,,35,9.82,,1,,0,Race and Ethnicity data reported,0.6935,0.2419,0.0161,0.0161,,0.0323,,0.0323,,,,,,,,Mixed,"child sexual abuse, rape/sexual assault, community/school violence, natural or manmade disasters",,,,6,2.03,,,,,,,,,,,,,,,,,,Panic disorder: Anxiety Disorders Interview Schedule-Revised,0.9167,,,,POINT (-95.71289 37.09024),High,"Falsetti SA, Resnick HS, Davis JL. Multiple channel exposure therapy for women with PTSD and comorbid panic attacks. Cogn Behav Ther. 2008;37(2):117-30. doi: 10.1080/16506070801969088. PMID: 18470742.",82073,2019
fani2009,2009,Pharmacotherapy,PTSD,43,(all baseline characteristics reported only for 18 completers),1,,CAPS,70.72,26.08,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,,1,Community,,41.44,9.65,,0.556,,0.444,Race data reported,0.556,0.444,,,,,,,,,,0.7222,,0%,,Mixed,"combat-related, child physical abuse, child sexual abuse, rape/sexual assault, community/school violence, other (witnessing trauma)",,,,,,,,,Excluded,0%,,,,,,,,,,,,,,,"Panic disorder: 44%;


Agoraphobia: 16%;


Obsessive-compulsive disorder: 39%;


Social phobia: 11%;


Specific phobia: 22%",,,POINT (-95.71289 37.09024),High,"Fani N, Kitayama N, Ashraf A, et al. Neuropsychological functioning in patients with posttraumatic stress disorder following short-term paroxetine treatment. Psychopharmacol Bull. 2009 Jan 1;42(1):53-68.  PMID: 19204651.",47120,2019
farahimanesh2021,2021,Psychotherapy,PTSD,60,,1,,,,,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,,1,Community,,49.4,10.66,,0.68,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,Excluded,"Alcohol abuse or dependence: 0% (excluded)


Drug abuse or dependence: 0% (excluded)",,,Suicide attempt within last 6 months,0,Exclusion criterion,,Current psychotic disorder,0,Exclusion criterion,,,,,,,,,POINT (54.27407 32.57503),Some Concerns,"Farahimanesh S, Moradi A, Sadeghi M, et al. Comparing the efficacy of competitive memory training (COMET) and memory specificity training (MEST) on posttraumatic stress disorder among newly diagnosed cancer patients. Cognit Ther Res. 2021;45(5):918-28. doi: 10.1007/s10608-020-10175-4.",1561688,2022
fecteau1999,1999,Psychotherapy,PTSD,23,,1,,CAPS-2,74.1,19.7,,Additional definitions of PTSD severity at baseline reported in the study,,,mean 18.8 months [range 3 to 95 months] since target motor vehicle accident,,,,,1,Community,,41.3,,,0.7,,0.3,,,,,,,,,,,,,,,0%,,Accidents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-106.3468 56.13037),High,"Fecteau GW, Nicki RM. Cognitive behavioural treatment of post traumatic stress disorder after motor vehicle accident. Behav. Cogn. Psychother. 1999 Jul;27(3):201-14.",21968,2019
feder2014,2014,Pharmacotherapy,PTSD,41,,1,,CAPS,80,13.1,,Additional definitions of PTSD severity at baseline reported in the study,13.1,13.1,,,,,,1,Community,,36.1,10.4,,0.4634,,0.5366,Race and Ethnicity data reported,0.1707,0.561,,,,0.2683,,0.122,,,,,,,,Mixed,"combat-related. rape/sexual assault, accidents, community/school violence, other (fire, witnessed assault or death, witnessed 9/11 attacks)",,,,,,,,,Excluded,0%,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),Low,"Feder A, Parides MK, Murrough JW, et al. Efficacy of intravenous ketamine for treatment of chronic posttraumatic stress disorder: a randomized clinical trial. JAMA Psychiatry. 2014 Jun;71(6):681-8. doi: 10.1001/jamapsychiatry.2014.62. PMID: 24740528.",42218,2019
feder2021,2021,Pharmacotherapy,PTSD,30,,1,,CAPS-5,41,6,Past month,Additional definitions of PTSD severity at baseline reported in the study,14.9,13.5,Duration of PTSD,,,,,1,Community,"No specifics provided on status; some participants did report ""combat exposure"" as primary trauma",38.9,13.4,,0.7667,,0.2333,Race and Ethnicity data reported,0.5333,0.1667,,0.1667,,0.1333,,0.1,,20.00%,No prior treatment,0.7,Current MDD,,,Mixed,"Combat-related; Rape/sexual assault; Accidents; Community/school violence; Terrorism/political violence/forced displacement; Other (""witnessed violent assault or death"")",,,,,,,,,Excluded,Current AUD or SUD (within 3 months): 0% (excluded),,,"C-SSRS past week, positive response to at least one item",0.3333,"C-SSRS past week, positive response to question 1 (wish to be dead): 23.33%





C-SSRS past week, positive response to question 2 (non-specific suicidal ideation): 6.67%





C-SSRS past week, positive response to question 3 (active suicidal ideation without intent): 3.33%





C-SSRS past week, positive response to question 4 (active suicidal ideation with some intent, no plan): 3.33%",,"Psychotic disorder, lifetime",0,Lifetime psychotic disorder an exclusion criterion,,,,See detail,,"Panic disorder: 10.00%


Social anxiety disorder: 16.67%


Obsessive-compulsive disorder: 3.33%


GAD: 16.67%",,,POINT (-95.71289 37.09024),Low,"Feder A, Costi S, Rutter SB, et al. A randomized controlled trial of repeated ketamine administration for chronic posttraumatic stress disorder. Am J Psychiatry. 2021 02 01;178(2):193-202. doi: 10.1176/appi.ajp.2020.20050596. PMID: 33397139.",1563573,2022
feng2019,2019,Other mixed,PTSD,240,,1,,CAPS,71.6,13.6,,Additional definitions of PTSD severity at baseline reported in the study,0.9,1.2,,0,0,,0,1,Community,,41.75,12.73,,0.7042,,0.2958,,,,,,,,,,,,,0.9333,,0%,,Mixed,"rape/sexual assault, accidents, community/school violence, natural or manmade disasters, other (death of family members)",,,,,,,,,Excluded,0% abuse,,,,,,,,,,,,,,,,,,POINT (103.8191 36.56177),Low,"Feng B, Zhang Y, Luo LY, et al. Transcutaneous electrical acupoint stimulation for post-traumatic stress disorder: assessor-blinded, randomized controlled study. Psychiatry Clin Neurosci. 2019 Apr;73(4):179-86. doi: 10.1111/pcn.12810. PMID: 30565342.",51941,2020
feske2008,2008,Psychotherapy,PTSD,27,,1,,PDS-I,35.05,8.03,,Additional definitions of PTSD severity at baseline reported in the study,17.5,,range 1.5 to 40,,,,,1,Community,,43.1,,,1,,0,Race data reported,0.0476,0.9524,,,,,,,,,,0.6667,,,,Mixed,"child physical abuse, child sexual abuse, rape/sexual assault, intimate partner violence, community/school violence",,,,,,,,,,,,,,,,,,,,Borderline personality disorder: SCID-II for DSM-IV,0.524,,,,"Panic disorder: SCID-I for DSM-IV: 38.1%;


Social phobia: SCID-I for DSM-IV: 28.6%;


Generalized anxiety disorder: SCID-I for DSM-IV: 23.8%",,,POINT (-95.71289 37.09024),High,Feske U. Treating low-income and minority women with posttraumatic stress disorder: a pilot study comparing prolonged exposure and treatment as usual conducted by community therapists. J Interpers Violence. 2008 Aug;23(8):1027-40. doi: 10.1177/0886260507313967. PMID: 18292398.,82117,2019
flanagan2018,2018,Psychotherapy & pharmacotherapy,PTSD,17,,1,,CAPS-5,39.29,10.65,,Additional definitions of PTSD severity at baseline reported in the study,,,,0,,,0.588,0.412,Mixed,,43.82,14.54,,0.177,,0.823,Race data reported,0.353,0.353,,,,0.235,,,,,,,,,,Mixed,"combat-related, rape/sexual assault, accidents, terrorism/political violence/forced displacement, other (assault)",,,,,,,,,Excluded,0%,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),Low,"Flanagan JC, Sippel LM, Wahlquist A, et al. Augmenting prolonged exposure therapy for PTSD with intranasal oxytocin: a randomized, placebo-controlled pilot trial. J Psychiatr Res. 2018 Mar;98:64-9. doi: 10.1016/j.jpsychires.2017.12.014. PMID: 29294429.",49583,2019
foa1991,1991,Psychotherapy,PTSD,55,,1,,PSS-I,24.74,5.89,,Additional definitions of PTSD severity at baseline reported in the study,,,mean 6.2 [SD 6.7] years since assault,,,,,1,Community,,31.8,8.2,,1,,0,Race and Ethnicity data reported,0.727,0.25,,,,0.023,,0.023,,,,,,,,Rape/sexual assault,,,,,,,,,,Excluded,0%,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),High,"Foa EB, Rothbaum BO, Riggs DS, et al. Treatment of posttraumatic stress disorder in rape victims: a comparison between cognitive-behavioral procedures and counseling. J Consult Clin Psychol. 1991 Oct;59(5):715-23.  PMID: 1955605.",2437,2019
foa1999,1999,Psychotherapy,PTSD,96,,1,,PSS-I,30.25,8.19,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,,1,Community,,34.9,10.6,,1,,0,Race data reported,0.63,0.36,,,,,,,,,,,,,,Mixed,"rape/sexual assault, community/school violence",,,,,,,,,Excluded,0%,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),Some Concerns,"Foa EB, Dancu CV, Hembree EA, et al. A comparison of exposure therapy, stress inoculation training, and their combination for reducing posttraumatic stress disorder in female assault victims. J Consult Clin Psychol. 1999;67(2):194.  PMID: 10224729.",9724,2019
